decision_date,fill_date,adjusted_open,equity_before_fill,equity,cash,shares,holding_exposure_for_return,target_exposure,new_exposure_after_fill,signed_share_delta,reference_price,fill_price,turnover,fees,slippage,margin_interest,trade_executed,daily_return,monetary_pnl,drawdown
2005-01-19,2005-01-20,1.0425012885606797,1098.4187183600561,1098.4187183600561,0.0,1053.6377560516767,1.0,1.0,1.0,0.0,1.0425012885606797,1.0425012885606797,0.0,0.0,0.0,0.0,False,-0.011916455761545097,-13.247116745658332,-0.05508111070874844
2005-01-20,2005-01-21,1.067348163618498,1124.598324040872,1124.598324040872,0.0,1053.6377560516767,1.0,1.0,1.0,0.0,1.067348163618498,1.067348163618498,0.0,0.0,0.0,0.0,False,0.023833903449772098,26.17960568081594,-0.03256000513351487
2005-01-21,2005-01-24,1.0624082046930985,1119.3933968037268,1119.3933968037268,0.0,1053.6377560516767,1.0,1.0,1.0,0.0,1.0624082046930985,1.0624082046930985,0.0,0.0,0.0,0.0,False,-0.00462825448507076,-5.204927237145284,-0.037037563628792514
2005-01-24,2005-01-25,1.0682450871912146,1125.543356581379,1125.543356581379,0.0,1053.6377560516767,1.0,1.0,1.0,0.0,1.0682450871912146,1.0682450871912146,0.0,0.0,0.0,0.0,False,0.005494011127109122,6.149959777652157,-0.03174703728838102
2005-01-25,2005-01-26,1.0875540832266717,1145.8880438357887,1145.8880438357887,0.0,1053.6377560516767,1.0,1.0,1.0,0.0,1.0875540832266717,1.0875540832266717,0.0,0.0,0.0,0.0,False,0.018075436308560233,20.34468725440979,-0.014245442530312458
2005-01-26,2005-01-27,1.0800695594628504,1138.0020670121608,1138.0020670121608,0.0,1053.6377560516767,1.0,1.0,1.0,0.0,1.0800695594628504,1.0800695594628504,0.0,0.0,0.0,0.0,False,-0.0068819784498581615,-7.885976823627971,-0.021029384151668218
2005-01-27,2005-01-28,1.0869555721310715,1145.2574299480486,1145.2574299480486,0.0,1053.6377560516767,1.0,1.0,1.0,0.0,1.0869555721310715,1.0869555721310715,0.0,0.0,0.0,0.0,False,0.00637552702776456,7.255362935887888,-0.014787930530939963
2005-01-28,2005-01-31,1.116292705795673,1176.1681416314075,1176.1681416314075,0.0,1053.6377560516767,1.0,1.0,1.0,0.0,1.116292705795673,1.116292705795673,0.0,0.0,0.0,0.0,False,0.026990186551124173,30.91071168335884,0.0
2005-01-31,2005-02-01,1.1532624762982118,1215.1208876654478,1214.513327221615,1214.513327221615,0.0,1.0,0.0,0.0,-1053.6377560516767,1.1532624762982118,1.1526858450600628,1.0,0.0,0.6075604438326067,0.0,True,0.0326017890069874,38.34518559020762,0.0
2005-02-01,2005-02-02,1.166732961684851,1214.513327221615,1213.906374034598,0.0,1040.4320559193125,0.0,1.0,1.0,1040.4320559193125,1.166732961684851,1.1673163281656933,0.9995002498750626,0.0,0.60695318701721,0.0,True,-0.0004997501249374148,-0.6069531870170977,-0.0004997501249374148
2005-02-02,2005-02-03,1.1839459157537389,1231.8152832249357,1231.8152832249357,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.1839459157537389,1.1839459157537389,0.0,0.0,0.0,0.0,False,0.0147531222946089,17.90890919033768,0.0
2005-02-03,2005-02-04,1.1655362282031085,1212.661254157801,1212.661254157801,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.1655362282031085,1.1655362282031085,0.0,0.0,0.0,0.0,False,-0.015549432880057057,-19.154029067134616,-0.015549432880057057
2005-02-04,2005-02-07,1.181401376211064,1229.1678627171825,1229.1678627171825,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.181401376211064,1.181401376211064,0.0,0.0,0.0,0.0,False,0.013611887493548469,16.506608559381448,-0.0021492025174603135
2005-02-07,2005-02-08,1.1834965552111663,1231.3477541117777,1231.3477541117777,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.1834965552111663,1.1834965552111663,0.0,0.0,0.0,0.0,False,0.0017734692394058005,2.179891394595188,-0.00037954482260849076
2005-02-08,2005-02-09,1.2129835035870031,1262.0269204332365,1262.0269204332365,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.2129835035870031,1.2129835035870031,0.0,0.0,0.0,0.0,False,0.024915111282749702,30.67916632145875,0.0
2005-02-09,2005-02-10,1.1782581789462776,1225.8975795248207,1225.8975795248207,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.1782581789462776,1.1782581789462776,0.0,0.0,0.0,0.0,False,-0.02862802712323531,-36.12934090841577,-0.02862802712323531
2005-02-10,2005-02-11,1.1953214104166618,1243.6507125241797,1243.6507125241797,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.1953214104166618,1.1953214104166618,0.0,0.0,0.0,0.0,False,0.014481742435808131,17.753132999358968,-0.014560868402671234
2005-02-11,2005-02-14,1.2382787806714104,1288.344937575215,1288.344937575215,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.2382787806714104,1.2382787806714104,0.0,0.0,0.0,0.0,False,0.03593792421050557,44.694225051035346,0.0
2005-02-14,2005-02-15,1.297101860329032,1349.5463552788997,1349.5463552788997,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.297101860329032,1.297101860329032,0.0,0.0,0.0,0.0,False,0.0475039066935532,61.20141770368468,0.0
2005-02-15,2005-02-16,1.3194037253249513,1372.749930527439,1372.749930527439,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.3194037253249513,1.3194037253249513,0.0,0.0,0.0,0.0,False,0.017193611140347898,23.20357524853921,0.0
2005-02-16,2005-02-17,1.356823282392573,1411.6824372188946,1411.6824372188946,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.356823282392573,1.356823282392573,0.0,0.0,0.0,0.0,False,0.02836096059862636,38.93250669145573,0.0
2005-02-17,2005-02-18,1.313267291305826,1366.3653878649072,1366.3653878649072,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.313267291305826,1.313267291305826,0.0,0.0,0.0,0.0,False,-0.03210144729381548,-45.317049353987386,-0.03210144729381548
2005-02-18,2005-02-22,1.291713504389078,1343.9401370302683,1343.9401370302683,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.291713504389078,1.291713504389078,0.0,0.0,0.0,0.0,False,-0.016412338188455444,-22.425250834638973,-0.047986925672946046
2005-02-22,2005-02-23,1.2979994840900004,1350.480271813966,1350.480271813966,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.2979994840900004,1.2979994840900004,0.0,0.0,0.0,0.0,False,0.004866388467383409,6.540134783697795,-0.04335406022724264
2005-02-23,2005-02-24,1.324343380681554,1377.889306305642,1377.889306305642,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.324343380681554,1.324343380681554,0.0,0.0,0.0,0.0,False,0.020295768152807092,27.40903449167604,-0.02393819602929048
2005-02-24,2005-02-25,1.34140620699576,1395.6420177675254,1395.6420177675254,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.34140620699576,1.34140620699576,0.0,0.0,0.0,0.0,False,0.012883989577857635,17.752711461883337,-0.011362625919587033
2005-02-25,2005-02-28,1.3375146945685303,1391.5931634922272,1391.5931634922272,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.3375146945685303,1.3375146945685303,0.0,0.0,0.0,0.0,False,-0.002901069345687124,-4.048854275298254,-0.014230731499532245
2005-02-28,2005-03-01,1.3467952525956843,1401.2489535604975,1401.2489535604975,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.3467952525956843,1.3467952525956843,0.0,0.0,0.0,0.0,False,0.006938658741351578,9.655790068270335,-0.0073908149476958895
2005-03-01,2005-03-02,1.3246426468161243,1378.2006723852999,1378.2006723852999,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.3246426468161243,1.3246426468161243,0.0,0.0,0.0,0.0,False,-0.016448384219401757,-23.048281175197644,-0.02371763220314338
2005-03-02,2005-03-03,1.3282350495687927,1381.938323366949,1381.938323366949,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.3282350495687927,1.3282350495687927,0.0,0.0,0.0,0.0,False,0.002711978782582003,3.7376509816490397,-0.0210699751358695
2005-03-03,2005-03-04,1.2800389776389736,1331.7935851617722,1331.7935851617722,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.2800389776389736,1.2800389776389736,0.0,0.0,0.0,0.0,False,-0.03628580042776752,-50.144738205176736,-0.05659123465083882
2005-03-04,2005-03-07,1.2812360629685005,1333.0390711122825,1333.0390711122825,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.2812360629685005,1.2812360629685005,0.0,0.0,0.0,0.0,False,0.0009351944358246822,1.2454859505103286,-0.05570896402277603
2005-03-07,2005-03-08,1.2542948201126722,1305.0085384187719,1305.0085384187719,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.2542948201126722,1.2542948201126722,0.0,0.0,0.0,0.0,False,-0.02102754022815101,-28.030532693510622,-0.07556508176886945
2005-03-08,2005-03-09,1.1866397780261912,1234.6180638874268,1234.6180638874268,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.1866397780261912,1.1866397780261912,0.0,0.0,0.0,0.0,False,-0.05393870803070333,-70.39047453134503,-0.12542790691672556
2005-03-09,2005-03-10,1.1833481345164982,1231.1933324632835,1231.1933324632835,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.1833481345164982,1.1833481345164982,0.0,0.0,0.0,0.0,False,-0.0027739197443458208,-3.424731424143374,-0.12785389971358307
2005-03-10,2005-03-11,1.2037034818859804,1252.3716883758655,1252.3716883758655,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.2037034818859804,1.2037034818859804,0.0,0.0,0.0,0.0,False,0.017201486845457303,21.178355912581992,-0.11285169004218942
2005-03-11,2005-03-14,1.2129839226848897,1262.0273564761121,1262.0273564761121,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.2129839226848897,1.2129839226848897,0.0,0.0,0.0,0.0,False,0.007709906084485629,9.655668100246658,-0.10601185988940454
2005-03-14,2005-03-15,1.216575830848644,1265.7644928716004,1265.7644928716004,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.216575830848644,1.216575830848644,0.0,0.0,0.0,0.0,False,0.002961216629981278,3.737136395488278,-0.10336456734190302
2005-03-15,2005-03-16,1.2336394622127382,1283.5180419331941,1283.5180419331941,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.2336394622127382,1.2336394622127382,0.0,0.0,0.0,0.0,False,0.014025949662497483,17.75354906159373,-0.09078840389782894
2005-03-16,2005-03-17,1.2432183101638834,1293.4841824003427,1293.4841824003427,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.2432183101638834,1.2432183101638834,0.0,0.0,0.0,0.0,False,0.0077647061759551494,9.966140467148534,-0.0837286430023243
2005-03-17,2005-03-18,1.2971023420898153,1349.5468565182618,1349.5468565182618,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.2971023420898153,1.2971023420898153,0.0,0.0,0.0,0.0,False,0.04334237316600387,56.06267411791919,-0.04401526792601018
2005-03-18,2005-03-21,1.2959045778233151,1348.3006641799604,1348.3006641799604,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.2959045778233151,1.2959045778233151,0.0,0.0,0.0,0.0,False,-0.000923415391086535,-1.2461923383013982,-0.044898038941251106
2005-03-21,2005-03-22,1.3084774563542205,1361.381890038694,1361.381890038694,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.3084774563542205,1.3084774563542205,0.0,0.0,0.0,0.0,False,0.009702009504452658,13.08122585873366,-0.035631630637337874
2005-03-22,2005-03-23,1.270758321221832,1322.1376927254048,1322.1376927254048,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.270758321221832,1.270758321221832,0.0,0.0,0.0,0.0,False,-0.02882673671542224,-39.244197313289305,-0.06343122371763632
2005-03-23,2005-03-24,1.2845291260798903,1336.465279535538,1336.465279535538,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.2845291260798903,1.2845291260798903,0.0,0.0,0.0,0.0,False,0.010836682812210618,14.327586810133198,-0.05328192495724415
2005-03-24,2005-03-28,1.2797399046024793,1331.4824199875425,1331.4824199875425,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.2797399046024793,1.2797399046024793,0.0,0.0,0.0,0.0,False,-0.0037283868307653734,-4.982859547995531,-0.05681165616068107
2005-03-28,2005-03-29,1.2740517124651654,1325.5642425476526,1325.5642425476526,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.2740517124651654,1.2740517124651654,0.0,0.0,0.0,0.0,False,-0.0044448032892129286,-5.91817743988986,-0.061003942813725454
2005-03-29,2005-03-30,1.2593838220812,1310.3032991994644,1310.3032991994644,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.2593838220812,1.2593838220812,0.0,0.0,0.0,0.0,False,-0.011512790446774335,-15.26094334818822,-0.07181440765045832
2005-03-30,2005-03-31,1.270758332121467,1322.1377040657344,1322.1377040657344,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.270758332121467,1.270758332121467,0.0,0.0,0.0,0.0,False,0.009031805745662203,11.834404866270006,-0.06343121568443477
2005-03-31,2005-04-01,1.2599818982630666,1310.9255568309604,1310.9255568309604,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.2599818982630666,1.2599818982630666,0.0,0.0,0.0,0.0,False,-0.00848031729243881,-11.212147234773965,-0.07137361614162441
2005-04-01,2005-04-04,1.2270535183913727,1276.6658148629617,1276.6658148629617,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.2270535183913727,1.2270535183913727,0.0,0.0,0.0,0.0,False,-0.026134010271962715,-34.25974196799871,-0.09564234759619472
2005-04-04,2005-04-05,1.233938506681246,1283.829177384375,1283.829177384375,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.233938506681246,1.233938506681246,0.0,0.0,0.0,0.0,False,0.005610992663872771,7.163362521413319,-0.09056800344303972
2005-04-05,2005-04-06,1.269262619618834,1320.5815168315555,1320.5815168315555,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.269262619618834,1.269262619618834,0.0,0.0,0.0,0.0,False,0.028627125862693337,36.752339447180475,-0.06453357921404324
2005-04-06,2005-04-07,1.2671671373116469,1318.4013098665464,1318.4013098665464,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.2671671373116469,1.2671671373116469,0.0,0.0,0.0,0.0,False,-0.0016509446309986853,-2.18020696500912,-0.06607798247891927
2005-04-07,2005-04-08,1.308177542206003,1361.0698497448648,1361.0698497448648,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.308177542206003,1.308177542206003,0.0,0.0,0.0,0.0,False,0.03236384821449967,42.66853987831837,-0.035852672059687785
2005-04-08,2005-04-11,1.3216490606029763,1375.0860493269827,1375.0860493269827,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.3216490606029763,1.3216490606029763,0.0,0.0,0.0,0.0,False,0.010297928195783124,14.016199582117906,-0.025923952106402304
2005-04-11,2005-04-12,1.2719563718824882,1323.3841830373667,1323.3841830373667,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.2719563718824882,1.2719563718824882,0.0,0.0,0.0,0.0,False,-0.037599004305891026,-51.701866289615964,-0.06254824162541905
2005-04-12,2005-04-13,1.2857267466002364,1337.7113223157328,1337.7113223157328,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.2857267466002364,1.2857267466002364,0.0,0.0,0.0,0.0,False,0.010826137611440245,14.327139278366076,-0.052399259885169136
2005-04-13,2005-04-14,1.1617935325486901,1208.7672336233943,1208.7672336233943,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.1617935325486901,1.1617935325486901,0.0,0.0,0.0,0.0,False,-0.096391565610076,-128.94408869233848,-0.1437399787981044
2005-04-14,2005-04-15,1.096235640784286,1140.5587015132196,1140.5587015132196,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.096235640784286,1.096235640784286,0.0,0.0,0.0,0.0,False,-0.056428177578666805,-68.2085321101747,-0.19205717132799804
2005-04-15,2005-04-18,1.04773971047581,1090.1019810386522,1090.1019810386522,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.04773971047581,1.04773971047581,0.0,0.0,0.0,0.0,False,-0.04423860026461124,-50.45672047456742,-0.22779943116227797
2005-04-18,2005-04-19,1.0956371468685104,1139.936009257974,1139.936009257974,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.0956371468685104,1.0956371468685104,0.0,0.0,0.0,0.0,False,0.045715014820760125,49.83402821932191,-0.1924982707132622
2005-04-19,2005-04-20,1.1273678212840599,1172.9496200758504,1172.9496200758504,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.1273678212840599,1.1273678212840599,0.0,0.0,0.0,0.0,False,0.028960933376747988,33.01361081787627,-0.1691122669297801
2005-04-20,2005-04-21,1.089649513415754,1133.7062834746314,1133.7062834746314,0.0,1040.4320559193125,1.0,1.0,1.0,0.0,1.089649513415754,1.089649513415754,0.0,0.0,0.0,0.0,False,-0.033456966888894435,-39.24333660121897,-0.19691125030349899
2005-04-21,2005-04-22,1.1028211834741943,1147.4105112334253,1146.8368059778086,1146.8368059778086,0.0,1.0,0.0,0.0,-1040.4320559193125,1.1028211834741943,1.1022697728824573,1.0,0.0,0.5737052556166351,0.0,True,0.011581943837282171,13.13052250317719,-0.1876099215081608
2005-04-22,2005-04-25,1.0923431652897813,1146.8368059778086,1146.2636741407382,0.0,1049.3622430792184,0.0,1.0,1.0,1049.3622430792184,1.0923431652897813,1.0928893368724262,0.9995002498750625,0.0,0.5731318370703963,0.0,True,-0.0004997501249375258,-0.5731318370703775,-0.18801591355138514
2005-04-25,2005-04-26,1.1010244408208913,1155.3734769048526,1155.3734769048526,0.0,1049.3622430792184,1.0,1.0,1.0,0.0,1.1010244408208913,1.1010244408208913,0.0,0.0,0.0,0.0,False,0.00794738851943766,9.10980276411442,-0.1815627605447775
2005-04-26,2005-04-27,1.0743826417702864,1127.416578893444,1127.416578893444,0.0,1049.3622430792184,1.0,1.0,1.0,0.0,1.0743826417702864,1.0743826417702864,0.0,0.0,0.0,0.0,False,-0.024197282151830923,-27.95689801140861,-0.20136671735144107
2005-04-27,2005-04-28,1.0863562218595852,1139.9812017536394,1139.9812017536394,0.0,1049.3622430792184,1.0,1.0,1.0,0.0,1.0863562218595852,1.0863562218595852,0.0,0.0,0.0,0.0,False,0.011144614240574224,12.564622860195414,-0.19246625749663937
2005-04-28,2005-04-29,1.0821658973976958,1135.5840334770812,1135.5840334770812,0.0,1049.3622430792184,1.0,1.0,1.0,0.0,1.0821658973976958,1.0821658973976958,0.0,0.0,0.0,0.0,False,-0.003857228759381326,-4.3971682765582045,-0.19558109987239414
2005-04-29,2005-05-02,1.0839615781684258,1137.4683530785087,1137.4683530785087,0.0,1049.3622430792184,1.0,1.0,1.0,0.0,1.0839615781684258,1.0839615781684258,0.0,0.0,0.0,0.0,False,0.001659339640112556,1.8843196014274781,-0.19424629570415664
2005-05-02,2005-05-03,1.0896489684217334,1143.4364856719865,1143.4364856719865,0.0,1049.3622430792184,1.0,1.0,1.0,0.0,1.0896489684217334,1.0896489684217334,0.0,0.0,0.0,0.0,False,0.005246855947530493,5.968132593477776,-0.19001862208852716
2005-05-03,2005-05-04,1.0809683612976269,1134.3273843089446,1134.3273843089446,0.0,1049.3622430792184,1.0,1.0,1.0,0.0,1.0809683612976269,1.0809683612976269,0.0,0.0,0.0,0.0,False,-0.007966425312804781,-9.109101363041873,-0.19647127824042165
2005-05-04,2005-05-05,1.1150941225847315,1170.1376697199669,1169.5526008851068,1169.5526008851068,0.0,1.0,0.0,0.0,-1049.3622430792184,1.1150941225847315,1.114536575523439,1.0,0.0,0.5850688348600268,0.0,True,0.03105383601192191,35.22521657616221,-0.17151862908403048
2005-05-05,2005-05-06,1.1043176516871562,1169.5526008851068,1168.9681168266936,0.0,1058.5433593683535,0.0,1.0,1.0,1058.5433593683535,1.1043176516871562,1.1048698105129997,0.9995002498750626,0.0,0.5844840584132366,0.0,True,-0.0004997501249374148,-0.5844840584131816,-0.17193266275265406
2005-05-06,2005-05-09,1.1159931944064718,1181.3271850392468,1181.3271850392468,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.1159931944064718,1.1159931944064718,0.0,0.0,0.0,0.0,False,0.01057263071135206,12.359068212553211,-0.1631778125918053
2005-05-09,2005-05-10,1.1001270256745834,1164.5321574894886,1164.5321574894886,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.1001270256745834,1.1001270256745834,0.0,0.0,0.0,0.0,False,-0.014217083770234451,-16.795027549758288,-0.17507498373097852
2005-05-10,2005-05-11,1.0537270946960202,1115.4158186769805,1115.4158186769805,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.0537270946960202,1.0537270946960202,0.0,0.0,0.0,0.0,False,-0.042176884937547454,-49.11633881250805,-0.2098677512242615
2005-05-11,2005-05-12,1.0603128548146252,1122.3871313169227,1122.3871313169227,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.0603128548146252,1.0603128548146252,0.0,0.0,0.0,0.0,False,0.006249967521718469,6.971312639942198,-0.20492945033155074
2005-05-12,2005-05-13,1.0237920828241838,1083.7283106474351,1083.7283106474351,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.0237920828241838,1.0237920828241838,0.0,0.0,0.0,0.0,False,-0.03444339265020646,-38.65882066948757,-0.23231437745839656
2005-05-13,2005-05-16,1.0345685042005437,1095.135619933136,1095.135619933136,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.0345685042005437,1.0345685042005437,0.0,0.0,0.0,0.0,False,0.010525986239933172,11.407309285700876,-0.22423372915892914
2005-05-16,2005-05-17,1.0519305023309664,1113.514047759461,1113.514047759461,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.0519305023309664,1.0519305023309664,0.0,0.0,0.0,0.0,False,0.016781873853620954,18.378427826324923,-0.21121491746178034
2005-05-17,2005-05-18,1.0612106851869008,1123.337523695334,1123.337523695334,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.0612106851869008,1.0612106851869008,0.0,0.0,0.0,0.0,False,0.008822049399052734,9.823475935873148,-0.2042562164983922
2005-05-18,2005-05-19,1.0710891889286491,1133.7943482316573,1133.7943482316573,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.0710891889286491,1.0710891889286491,0.0,0.0,0.0,0.0,False,0.009308711153816374,10.45682453632321,-0.1968488674653308
2005-05-19,2005-05-20,1.1150942654044238,1180.375629713585,1180.375629713585,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.1150942654044238,1.1150942654044238,0.0,0.0,0.0,0.0,False,0.041084418487866925,46.58128148192782,-0.1638518702272721
2005-05-20,2005-05-23,1.1330563680440255,1199.3892941830284,1199.3892941830284,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.1330563680440255,1.1330563680440255,0.0,0.0,0.0,0.0,False,0.01610814726330534,19.013664469443256,-0.1503830730189556
2005-05-23,2005-05-24,1.1809526049841013,1250.0895377346787,1250.0895377346787,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.1809526049841013,1.1809526049841013,0.0,0.0,0.0,0.0,False,0.04227171594539292,50.700243551650374,-0.11446830761921523
2005-05-24,2005-05-25,1.182449390343327,1251.673949937087,1251.673949937087,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.182449390343327,1.182449390343327,0.0,0.0,0.0,0.0,False,0.0012674389750348958,1.5844122024082026,-0.11334595023866323
2005-05-25,2005-05-26,1.1956215688600598,1265.6172720343889,1265.6172720343889,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.1956215688600598,1.1956215688600598,0.0,0.0,0.0,0.0,False,0.011139739784472358,13.943322097301916,-0.1034688548454733
2005-05-26,2005-05-27,1.2165761772494188,1287.7986335931093,1287.7986335931093,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.2165761772494188,1.2165761772494188,0.0,0.0,0.0,0.0,False,0.017526121086405055,22.181361558720482,-0.08775614143776156
2005-05-27,2005-05-31,1.2171747599065716,1288.4322592898716,1288.4322592898716,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.2171747599065716,1.2171747599065716,0.0,0.0,0.0,0.0,False,0.0004920223396993606,0.6336256967622376,-0.08730729708009533
2005-05-31,2005-06-01,1.1941240494239234,1264.0320827797416,1264.0320827797416,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.1941240494239234,1.1941240494239234,0.0,0.0,0.0,0.0,False,-0.018937880772698423,-24.400176510129995,-0.10459176267010428
2005-06-01,2005-06-02,1.1989138585579686,1269.1023034312273,1269.1023034312273,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.1989138585579686,1.1989138585579686,0.0,0.0,0.0,0.0,False,0.004011148704656131,5.07022065148567,-0.10100014707880012
2005-06-02,2005-06-03,1.1423356406336,1209.2118065624913,1209.2118065624913,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.1423356406336,1.1423356406336,0.0,0.0,0.0,0.0,False,-0.047191228561174414,-59.89049686873591,-0.14342505461446664
2005-06-03,2005-06-06,1.1474252105818699,1214.599337033273,1214.599337033273,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.1474252105818699,1.1474252105818699,0.0,0.0,0.0,0.0,False,0.004455406771206816,5.387530470781712,-0.1396086648027498
2005-06-06,2005-06-07,1.1255719600022616,1191.466723751616,1191.466723751616,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.1255719600022616,1.1255719600022616,0.0,0.0,0.0,0.0,False,-0.019045468391378995,-23.132613281657086,-0.15599522078146544
2005-06-07,2005-06-08,1.0965348500462382,1160.7296838324187,1160.7296838324187,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.0965348500462382,1.0965348500462382,0.0,0.0,0.0,0.0,False,-0.025797648651415428,-30.737039919197287,-0.17776855953586068
2005-06-08,2005-06-09,1.1076114563528592,1172.45475188263,1172.45475188263,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.1076114563528592,1.1076114563528592,0.0,0.0,0.0,0.0,False,0.010101463082686335,11.725068050211348,-0.16946281899458815
2005-06-09,2005-06-10,1.1195843323401853,1185.128560251555,1185.128560251555,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.1195843323401853,1.1195843323401853,0.0,0.0,0.0,0.0,False,0.010809635381300975,12.673808368924938,-0.16048501489730604
2005-06-10,2005-06-13,1.074382497731411,1137.2804583951702,1137.2804583951702,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.074382497731411,1.074382497731411,0.0,0.0,0.0,0.0,False,-0.04037376489030742,-47.8481018563848,-0.1943793955277322
2005-06-13,2005-06-14,1.0752805530962977,1138.2310889380162,1138.2310889380162,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.0752805530962977,1.0752805530962977,0.0,0.0,0.0,0.0,False,0.0008358804864962988,0.9506305428460564,-0.19370599298493452
2005-06-14,2005-06-15,1.103719224900845,1168.3346561259757,1168.3346561259757,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.103719224900845,1.103719224900845,0.0,0.0,0.0,0.0,False,0.02644767611825327,30.10356718795947,-0.17238139023131127
2005-06-15,2005-06-16,1.1132981079823767,1178.4743192020971,1178.4743192020971,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.1132981079823767,1.1132981079823767,0.0,0.0,0.0,0.0,False,0.008678731751177393,10.139663076121451,-0.16519871032484645
2005-06-16,2005-06-17,1.1516164262903952,1219.0359205892128,1219.0359205892128,0.0,1058.5433593683535,1.0,1.0,1.0,0.0,1.1516164262903952,1.1516164262903952,0.0,0.0,0.0,0.0,False,0.034418740167862394,40.561601387115616,-0.13646590164372085
